문제,선택지,답안
다음 중 인트론의 특징이 아닌 것은 무엇입니까?,"['인트론은 진핵생물에서만 발생한다.', '인트론은 비암호화 영역을 나타낸다.', '인트론은 폴리펩타이드 사슬을 암호화하는 DNA 영역에 엑손과 섞여 있다.', ""인트론은 1차 전사체가 5' 캡과 3' 폴리(A) 꼬리를 얻기 전에 제거된다.""]",3
"러드가 침실 벽에 사람들의 그림자를 보았을 때, 그의 혈압이 상승하고 호흡 속도가 빨라졌습니다. 이러한 신체 반응은 가장 직접적으로 그의 ______에 의해 조절됩니다.","['감각운동 시스템', '체성 신경계', '교감 신경계', '송과선']",2
다음 중 남자 대학생을 가장 대표할 수 있는 표본은 무엇입니까?,"['펜 스테이트의 삼십 명의 형제회 형제들', '여러 대학의 경영학부에서 수업 사이에 무작위로 추출한 표본', '프린스턴, 예일, 하버드, 다트머스, 컬럼비아 각 학급에서 60명의 남학생', '여러 대학과 대학교의 각 학급에서 20명의 남학생']",3
에픽테토스는 사람이 자신의 것이라고 부를 수 있는 유일한 것은 _______라고 주장합니다.,"['자신의 인상을 다루는 방식.', '자신의 가족.', '자신의 친구.', '자신의 몸.']",0
"피고는 친구가 피고의 전 여자친구와 결혼한 것에 화가 났습니다. 어느 날 오후 친구가 집을 칠하고 있을 때, 피고는 그를 향해 총을 쐈습니다. 총알은 친구를 빗나갔지만 친구의 딸을 맞추어 죽였습니다. 피고는 딸의 1급 살인 혐의로 기소되었습니다. 이 관할 구역에서 시행 중인 관련 법령은 다음과 같습니다: 
제169조: 1급 살인은 악의적 의도를 가지고 불법적으로 인간을 고의로 살해하는 행위이다. 
제170조: 악의는 다른 사람의 생명을 빼앗으려는 고의적인 의도가 명백히 드러날 때 표현된다. 
다음 중 어느 것이 입증되면 피고에게 가장 좋은 방어가 될까요?","['그는 친구를 죽이려 했지 딸을 죽이려 한 것이 아니다.', '그는 친구를 단지 상처 입히려 했을 뿐이다.', '그는 악의의 요소를 몰랐다.', '살인은 친구를 빗나간 과실의 결과였다.']",1
디지털 서명에는 _______이 필요합니다.,"['개인 키 시스템', '공유 키 시스템', '공개 키 시스템', '모두']",2
어떤 값 $N$이 $\frac{4^{(3^3)}}{(4^3)^3} = 2^N$을 만족합니까?,"['9', '27', '36', '34']",2
기(氣)에 집중하여 신비주의자로 묘사된 유학자는 누구입니까?,"['도(道)', '순자(荀子)', '맹자(孟子)', '공자(孔子)']",2
올리고마이신은 ATP 합성효소에 결합하여 미토콘드리아의 크리스타에 있는 양성자 채널을 차단하는 항생제입니다. 세포에 올리고마이신을 적용한 후 예상되는 첫 번째 반응은 무엇입니까?,"['물 생산이 증가할 것이다.', 'H+가 내부막 공간(내막과 외막 사이의 구획) 내에서 증가할 것이다.', 'H+가 기질(미토콘드리아 내막 내부)에서 증가할 것이다.', 'H+가 미토콘드리아 외부에서 증가할 것이다.']",1
변화하는 글로벌 안보 환경이 21세기의 발전하는 갈등의 성격을 어떤 방식으로 형성할 것인가?,"['권력, 부, 자원의 분배에서 글로벌 불평등의 결과로 인한 인류의 이주. 인구의 권한 박탈은 초국가적 운동으로 나타나는 경쟁과 폭력으로 이어질 것이다; 환경 위협과 자원 부족은 갈등을 초래할 것이다.', '국가 간 경제 상호 의존성이 글로벌 안보를 강화하고 국제 갈등을 감소시킬 것이다. 인류의 이주는 과밀과 자원 부족을 초래할 것이지만, 대부분의 이주가 발생할 개발 국가의 기술 발전에 의해 해결될 것이다.', '국제적 및 하위 국가 수준에서 갈등의 주요 원인은 자원 부족, 인구 증가 및 인류의 이주가 다양한 정체성 집단을 점점 더 가까운 접촉으로 몰아넣으면서 인구 간의 이념적 차이에 기반할 것이다.', '환경 문제는 글로벌 경제 위기와 그에 따른 근본주의 이데올로기와 폭력의 증가로 인해 국제 안보에 대한 즉각적인 위협에 가려질 것이다. 인류의 이주는 빈곤이 이동을 제한하면서 현재의 글로벌 경제 시스템 내에서 관리될 것이지만, 권한 박탈과 자원 부족의 결과로 제한된 초국가적 반란의 위험이 있다.']",0
"이전 고객의 어머니가 딸의 기록 사본을 요청합니다. 딸은 2년 동안 당신을 봤으며, 3개월 전에 38세의 나이로 사망했습니다. 당신은 다음을 해야 합니다:","['요청된 대로 어머니에게 기록 사본을 보냅니다.', '해롭지 않을 것이라고 생각되는 정보만 어머니에게 보냅니다.', '어머니가 사무실에서 기록을 검사할 수 있도록 허용합니다.', '적절한 승인 없이 어머니에게 어떤 정보도 제공하지 않습니다.']",3
다음 공포 영화 중 가장 많은 속편을 낳은 것은 무엇입니까?,"[""스크림"", ""죠스"", ""할로윈"", ""13일의 금요일""]",3
"2020년 기준 미국의 일반적인 도덕 기준에 따르면, 이 두 시나리오 중 어느 시나리오에서 주인공(나/내가/내가 사용하는)이 명백히 도덕적으로 잘못된 행동을 하나요? 시나리오 1 | 나는 내 고양이를 침대에 던지는 것을 좋아한다. 시나리오 2 | 나는 그 동물이 아파하는 것을 보고 진통제를 스무 알 줬다.","['잘못, 잘못', '잘못, 잘못 아님', '잘못 아님, 잘못', '잘못 아님, 잘못 아님']",2
"간접 진리표를 사용하여 다음 논증이 타당한지 여부를 결정하십시오. 논증이 타당하지 않다면, 반례를 제시하는 옵션을 선택하십시오. (다른 반례도 있을 수 있습니다.)
H ≡ (~I ∨ J)
H ∨ ~J / ~I","['타당함', '타당하지 않음. H, I, J가 거짓일 때 반례', '타당하지 않음. H와 I가 참이고 J가 거짓일 때 반례', '타당하지 않음. I가 참이고 H와 J가 거짓일 때 반례']",3
다음 중 학교 안전을 개선하기 위해 학교 심리학자 전국 협회(NASP)가 권장하는 최선의 실천 전략은 무엇입니까?,"['사소한 규율 위반 후 학생을 즉시 퇴학시키기', '무관용 정책과 같은 엄격한 학생 행동 규정을 시행하기', '학교 환경이 안전하다는 것을 부모에게 알리기', '학교 안전 및 대응 팀 구성하기']",3
"검색 엔진에는 검색어의 인기도에 대한 정보를 제공하는 트렌드 추적 기능이 있습니다. 데이터는 지리적 지역, 날짜 및 카테고리별로 필터링할 수 있습니다. 카테고리에는 예술 및 엔터테인먼트, 컴퓨터 및 전자 제품, 게임, 뉴스, 사람 및 사회, 쇼핑, 스포츠 및 여행이 포함됩니다. 다음 중 트렌드 기능을 사용하여 답변할 가능성이 가장 적은 질문은 무엇입니까?","['특정 스포츠가 가장 많이 검색되는 달은 언제입니까?', '사람들이 관심을 갖는 정치 후보자는 누구입니까?', '특정 전자 제품의 가격은 얼마입니까?', '오페라 공연을 검색하는 사람이 가장 많은 지역은 어디입니까?']",2
"이 두 가지 시나리오 중 어느 시나리오에서 주인공(나/나의/내가 사용하는)이 2020년 미국의 일반적인 도덕 기준에 따라 명백히 도덕적으로 잘못된 행동을 했습니까? 시나리오 1 | 나는 여자친구에게서 목걸이를 훔쳤다. 시나리오 2 | 나는 조의 그림을 샀고, 조가 그것을 다시 훔쳤다.","['잘못됨, 잘못됨', '잘못됨, 잘못되지 않음', '잘못되지 않음, 잘못됨', '잘못되지 않음, 잘못되지 않음']",1
29세 여성이 삼차 신경통 치료를 위해 카르바마제핀을 처방받았습니다. 그녀는 골다공증의 강한 가족력을 가지고 있습니다. 따라서 의사는 그녀에게 비타민 D 섭취를 늘리도록 권장합니다. 이 권고의 가장 가능성 있는 이유는 카르바마제핀이 다음 중 어느 약물동태학적 과정을 영향을 미칠 수 있기 때문입니까?,"['흡수', '분포', '배설', '대사']",3
이전 치료 내담자와의 성적 친밀감에 대해 심리학자는,"['어떠한 상황에서도 이전 치료 내담자와 성적 친밀감을 가질 수 없습니다.', '치료 종료 후 최소 1년 동안 이전 치료 내담자와 성적 친밀감을 가질 수 없습니다.', '특정 상황(예: 착취의 위험이 있는 경우)에서 이전 치료 내담자와 성적 친밀감을 가질 수 없습니다.', '이전 치료 내담자와 성적 친밀감을 가질 수 있습니다.']",2
리치는 한 개의 판지 조각의 너비를 5/6 피트로 측정했습니다. 두 번째 판지 조각의 너비는 2/3 피트입니다. 두 판지 조각의 합산 너비를 추정하십시오.,"['2 ft', '1과 1/2 ft', '1 ft', '3 ft']",1
"기상학자가 비가 오고 해가 없을 확률이 30%라고 보고합니다. 비가 오지 않을 확률이 40%라면, 비가 오고 해가 뜰 확률은 _______입니다.","['0.16', '0.24', '0.3', '0.5']",2
"록 오페라 ""Tommy""에서 Tommy는 끔찍한 살인을 목격한 후 귀나 눈에 유기적인 문제가 없는데도 불구하고 청각과 시각을 잃게 됩니다. Tommy는 _______를 앓고 있습니다.","['공황 장애', '외상 후 스트레스 장애', '전환 장애', '강박 장애']",2
잘못된 유추에서 비교되는 것들은...,"['충분히 유사하다', '관련 없는 방식으로 충분히 유사하다', '완전히 반대이다', '관련 있는 방식으로 충분히 유사하지 않다']",3
다음 진술 중 어느 것이 거짓입니까?,"['뉘른베르크와 도쿄에서의 전범 재판은 제1차 세계 대전 직후에 열렸다', ""전범 재판은 '인류에 대한 범죄'를 범죄로 도입했다"", '전범 재판은 전쟁 범죄와 인류에 대한 범죄와 같은 행위에 대해 개인을 법적으로 책임지게 했다', '전범 재판은 ""상관의 명령""이 전쟁 범죄나 인류에 대한 범죄에 대한 방어로 사용될 수 없다고 판결했다']",0
"경사 하강법의 계산 복잡도는,","['D에 대해 선형적이다', 'N에 대해 선형적이다', 'D에 대해 다항적이다', '반복 횟수에 따라 달라진다']",2
다음 중 성격의 미덕에 해당하는 예는 무엇입니까?,"['키가 큼', '정직', '신체적 아름다움', '단순함']",1
영양 상태의 변화(영양 부족 또는 과잉 영양)에 따른 열 생산의 조정 및 에너지 불균형을 최소화하는 것을 무엇이라고 합니까?,"['기초 대사율', '음식의 열 효과', '적응성 열생산', '열 균형']",2
다음 중 암묵적 기억의 예는 무엇입니까?,"['작년 생일 파티에서 먹은 케이크의 맛을 설명하는 것', '넥타이 매는 방법을 기억하는 것', '중학교 기술 선생님의 이름을 기억하는 것', '유명인을 알아보는 것']",1
다음 조건 명제의 전건을 식별하십시오: 주지사가 승인하고 이사회가 추천하면 대학은 등록금을 인상합니다.,"['대학은 등록금을 인상합니다.', '주지사가 승인합니다.', '이사회가 추천합니다.', '주지사가 승인하고 이사회가 추천합니다.']",3
_Ad populum_은 어떤 오류의 다른 이름입니까?,"['우물에 독 타기', '증거 은폐', '자부심에 호소', '대중에 호소']",3
"윌리엄 셰익스피어의 햄릿에서 폴로니우스: ""귀하의 고귀한 아들은 미쳤습니다: 제가 그것을 미쳤다고 부르는 이유는, 진정한 광기를 정의하기 위해, 광기 외에 다른 것이 무엇입니까?""","['인신공격 (ad hominem)', '동음이의어 사용', '순환 논증', '동정에 호소']",2
"아이들이 사람, 사건, 감정을 언어로 설명할 수 있는 내부 표상 체계를 발달시키는 피아제의 인지 발달 단계는?","['감각운동기', '전조작기', '상징기', '구체적 조작기']",1
"다음 정보와 관련된 질문입니다.
""전체주의 정권의 씨앗은 비참함과 결핍 속에서 자라납니다. 그것들은 빈곤과 갈등이라는 악의 토양에서 퍼지고 성장합니다. 사람들이 더 나은 삶을 희망하는 마음이 죽을 때, 그것들은 완전한 성장을 이룹니다. 우리는 그 희망을 살아있게 유지해야 합니다. . . . 빠른 사건 전개로 인해 우리에게 큰 책임이 주어졌습니다. . . . 나는 의회가 이 책임을 정면으로 마주할 것이라고 확신합니다.""
— 해리 S. 트루먼 대통령, 1947년
위의 글은 다음을 위한 근거로 가장 잘 볼 수 있습니다.","['봉쇄 정책.', '""대규모 보복"" 원칙.', '대서양 헌장 참여.', '공산주의 ""역전"" 시작.']",0
그랜드 슬램 조식을 주문할 수 있는 레스토랑은 어디입니까?,"[""Denny's"", ""McDonald's"", ""Burger King"", ""Hardee's""]",0
"K를 R^n의 비어 있지 않은 부분집합이라고 하자, 여기서 n > 1. 다음 진술 중 반드시 참인 것은 무엇입니까?
I. K가 콤팩트하면, K에서 정의된 모든 연속 실수 값 함수는 유계입니다.
II. K에서 정의된 모든 연속 실수 값 함수가 유계이면, K는 콤팩트입니다.
III. K가 콤팩트하면, K는 연결됩니다.","['I만', 'II만', 'III만', 'I와 II만']",3
